"I have shot with Nikon for many years \(since 1976\). I\'ve also owned 3 other digital bodies and 3 film, I consider myself a very serious amateur photographer. I was looking forward to the full frame D600 even before the release and spent \$2095 buying the body which I paired with Nikon\'s new 28 \- 85 mm lensThe first thing I noticed was that after a long shooting day \(over 500 images\), when I downloaded files in bridge was very visible spots \(appeared to be oil\) on the sensor. The dust spots continued to get worse and at the point of my images were impossible to use I returned my camera to the store where I purchased the store cleaned my sensors and reported that all was well.  In less than 500 shots the dust returned.  I again returned the camera to the store and was told there was nothing else they could do except return the camera back to Nikon for service.  Now, I am without a camera for a minimum of six weeks and have no grantee that the problem will be resolved.I have called Nikon customer service and was told that these isolated cases are being handled case by case and that what you read on the internet are not necessary true.  I also received an email from Nikon with the same response.  Man up Nikon.There seems to me a manufacturing issue which is causing the spots to appear in the pictures after 150\+ or so shots.  At this point I am not recommending to anyone that they purchase this or any other Nikon product.I am very disappointed the product and have been told that there were no widespread problems.  So a camera that owned less than three months and spent \$2095 on, in addition to \$600 for a lens is defective.Nikon needs to\:  offer a free solution and acknowledge there is a problem.", negative
"I am on my second D600 body. The first one was purchased here on Amazon next week after the camera launched. The dust accumulated after first 100 shots and some of the particles would not go away even after the Rocket Air blower was used several times. The dust spread out very quickly \(not just in the upper left corner\) and after 2000 shots, the ENTIRE sensor was covered with spots, over 10 of which were visible at F4 and a couple at F2.8. Returned the camera, waited a month or so and got another one. After first 5 shots \- several spots appeared. Serial \# starts with 3031XXX. After another 2000 pictures taken, it seems to be worse then the first body. Some of the spots are REALLY large and I cannot blow them away. Do not want to do the wet clean myself and not willing to be without the camera for 2\-3 weeks and deal with horrible Nikon service \(most recently had my Speedlight SB\-800 serviced, could not get it back from them for a month \- awful experience\!\) Have to shoot a wedding today, I will use my F1.4 and F1.8 optics to avoid visible spots. This is absolutely unacceptable and disturbing. This was my dream\-come\-true camera. I loved the weight of it, the feel, the features, the image quality...  I feel so frustrated with this problem\!\!\!I was considering D800, but because of the file size and possible left AF problem decided against it.So... Now what\? I have recently invested in bunch of Nikon lenses and really love them. I really want this camera to work and will probably give another D600 one more shot. I will update this review and change it to 5 stars, once they fix this REAL problem at the manufacturing level.", negative
"The Nikon D600 has either design or manufacturing flaws of the oil dust on its sensor. You will have pictures with many tiny black dots. It\'s Nikon\'s responsibility to\- Stopping selling the defective product, or\- Recall it and issue credit to its customers.It\'s unethical to continuously sell this defective D600 camera with a discount to the consumers.", negative
"same thing with other reviews memtioned, \:\(  otherwise it\'s a very good camera.  I wish Nikon will fix this problem soon.", negative
"This camera is a piece of crap.I bought a refurbished one that had supposedly had it\'s sensor issues fixed. The more I photographed the worse it became. So KEH, my seller, exchanged it out. Next camera had the exact same issue. They offered me a third camera but by this point I\'d done enough research to know I could be playing this game awhile.  So I exchanged and upgraded to the D800E. So glad I did plus the extras I bought for the D600 work with the D800E.", negative
"Wow Nikon has always been my camera of choice and I have the D800 as well, had the D90, D7000, D7100 then jumped up to the D800 and now this..... But after maybe 500 shots I had dirt on the sensor or my D60 so I just hoped it was normal, forked over the \$75 and got it cleaned. Now after 150 shots or less I have even more crap on the upper part of my sensor with just this small number of shots. Never took my lens off outside and clean conditions. My guess, my camera that I purchased here at Amazon on Aug 7th is another one that has this issue with the gap around the shutter. I am trying to get Amazon to flex its muscles and get me a refund because I surely don\'t want to deal with Nikon and the way they have handled this whole situation. If not for the residue on the sensor the D600 rocks. But thats not my reality nor the camera I paid \$2000 for. Just get the D610. Don\'t even think about getting a used or refurbished D600.", negative
"I have the D600 with many problems like focusing and not excepting firmware updates. You can buy the D 610 for less.", negative
"I am very disappointed with the way NIKON has handled this entire D600 fiasco.  I can best alert you against this camera by copying the words from a recent review.  These are not my words but serve as a good guide.  I hope NIKON will read this and be very ashamed.  I was very lucky because I was able to return the entire D600 camera kit to Costco after I pleaded with them and showed them how this camera is defective and NIKON will not face up to it and instead kicked the consumer in the gut by correcting the problem with the introduction of D610, instead of doing the morally ethical thing of recalling the D600s.  I too noticed the oil and dirt spots on my pictures.  The following is taken from\[...\] \:Here\'s a quote from a Nikon dealer\:\"Nikon has devalued our remaining new \[D600\] inventory and will make it almost impossible for us to sell it off short of taking big losses. We\'re already trying to move our current inventory by taking a \$100 hit on the profit side and I don\'t think that\'s going to be enough. If anyone thinks I\'m ordering new D610\'s today \(short of specific order requests\) they\'re nuts.\"Now let\'s look at things from a well\-informed prospective customer viewpoint\:  Choice 1\: a D600 that might or might not have a shutter issue  Choice 2\: a D610 that fixes the shutter issue \(to assume otherwise would also be to assume that Nikon is totally incompetent, in which case see Choice 3 \;\~\)  Choice 3\: buy a Canon 6D  Rumored Choice 4\: Sony and Pentax introducing competitive full frame camerasWhat I fail to understand is Nikon\'s behavior here. They have done the following by staying quiet about the D600 issues and trying to get around them by doing a sleight of hand with the D610\:  Eroded key customer confidence  Devalued a product by their actions, which leads to\:  Lowered their product margins  Added another lingering inventory problem, which also leads to lower profit marginsCoupled with all the repair costs that the D600 triggered, how can Nikon\'s response be the right answer to the problem\? In retrospect, the proper solution was to recall all D600\'s and examine them for defective shutters. If found, replace it and charge the cost of that replacement to their shutter supplier. That kind of response should have\:  Increased key customer confidence  Not devalued the product  Lowered their product margins \(cost of shipping cameras, inspecting them\)  Not created a lingering inventory problem or the need for another productBut here\'s another new problem I\'m seeing in my In Box. Consider this quote\: \"My D600 is coming up on end of warranty. I\'m not a heavy user so I\'m not sure if my camera has the problem. It seems like it needs more cleaning than I expected. What happens when my warranty expires\? Will Nikon still replace my shutter for free if it\'s defective\?\"Nikon is, as usual, will likely remain silent on such questions, which isn\'t going to increase customer confidence. Basically, I don\'t think the cycle here has been broken\; it\'s been extended.Oct 8, 2013, 3\:54 AM\© Thom Hogan 2013 \/ All Rights Reserved bythom.com  \@bythom \#bythom", negative
"From Nikon in Europes homepage\:To users of the Nikon D600 digital SLR cameraThank you for choosing Nikon for your photographic needs.Some users have indicated the appearance of multiple granular dust spots in images captured with the Nikon D600 digital\-SLR camera. These granular dust spots are reflections of internal dust generated with camera operation, or external dust particles that have found their way into the camera, either, or both of which, have adhered to the camera\'s low\-pass filter.While the structure and concept of digital\-SLR cameras makes the complete elimination of these dust spots very difficult, it has come to our attention that, in some rare cases, they may be reflected noticeably in images. Therefore, Nikon is informing users of a service to reduce this issue.ResolutionAs a first step, please follow the guidance from the User\'s Manual \(pages 301\-305\) related to the \"Clean Image Sensor\" function and manual cleaning using a blower. If these measures do not remove all dust particles and you are still experiencing problems, then please consult your nearest Nikon service center. They will keep your camera, examine it thoroughly, and service it as needed.\[...\]", negative
"Nice fx camera and comfortable in the hand . Great pictures with mid price nikon lens but the spots continue to haunt this model. The sensor after 150 shots has spots on it. When you enlarge a photo is when you can see how bad it is. I waited to order one to end of year thinking the bad ones were returned but no luck, i got a bad one. I don\'t relish having to have the sensor cleaned almost out of the box.", negative
"At \$700 off for the kit I was close to buying.  Without that incentive, I am going to wait until they get the internal debris problem fixed.  Nikon seems to use their customers as beta testers.  It seems like every time they come out with a new DSLR it has some kind of problem.  The D70 \(which I own\) had front\/rear focus issues.  It seems like Nikon got around that buy adding focus tuning on the higher end cameras.  Nothing like \"do it yourself\" QA.  The D800 has left\/right focus issues.  The D7000 and now the D600 are plagued by \"internal debris.\"  Do some research on Nikon D600 dust\/oil.  Hey Nikon, How about some good old fashioned Japanese quality\?  I know a lot of this stuff is manufactured in Thailand, but still.  Get it fixed or drop the price again.Added after the initial review\:Last week I spent dozens of hours researching the D600, including trying it out in a camera shop. The folks in the camera shop were well aware of the oil\/dust issue. I called Nikon USA service and here is what they told me\:1\) Not all D600 bodies have this issue. Only some do.2\) If you purchase a D600 that has the issue Nikon will take care of the problem. They will clean the sensor.3\) If the problem recurs, they will clean the sensor again. If they determine that the body can\'t be repaired, they \"will see\" if they can replace it. When asked what \"will see\" means, he said that if it is in stock.4\) Nikon has not compiled a list of affected serial numbers.5\) Nikon doesn\'t have an understanding of what is causing the problem on some D600 bodies.6\) The customer is responsible for the cost of shipping the body to Nikon for the checkout\/cleaning.I am sure that this camera takes great photos.  But for \$2,000 do you want a camera that may need to go back to Nikon for periodic sensor cleanings\?  Nikon, please fix this problem.Added on January 8th\:If you want to read more on the internal debris issue, check out the D600 reviews from DPReview, Ryan Brenizer or Thom Hogan.  I\'d post a link, but Amazon doesn\'t allow external URLs.Added on January 10th, 2013\:Another place to research this issue is lenrentals.com.  They have an extensive article on the D600 sensor debris issue.  They own dozens of D600 so there experience is based on many D600s, not a single sample.", negative
"I just returned my second D600 due to the sensor spots.  The first one went back 24 hours after I got it.  The camera store people were nice and gave me a replacement, and even checked for sensor spots before it went out the door.  I was there.  We saw nothing.  I got home, did some shooting, checked it the next day, found maybe four or five sensor spots \-\- to me, that\'s a little soon, but still acceptable.  Today I returned it after a day of shooting, indoors, no dust, one lens change \-\- and literally dozens of sensor spots.  I made a phone call to Nikon, and the rep told me she\'d never heard of this \-\- yeah, right.  In the meantime, several other photographer friends are having the same problem.  Nikon clearly has an issue with these.  Things happen, but to pretend it isn\'t, despite widespread reports by photographers, photographic sites, and even camera rental places, is unacceptable.  It\'s a shame, because in all other ways, it\'s a wonderful camera for the price, full of features, and usable by pros and amateurs alike.  It\'s a great move into full\-frame, because it offers the option of shooting DX, so as to be able to use existing lenses.  But when quality is bad, none of the rest matters.", negative
"I own the nikon d700 for a year and half and was looking forward to upgrading my nikon bodies. I intended to get the d800 and the d600. I did many research into these bodies. Finally it was down to decision time, knowing that the d800 has left focus issue the d600 has oil issue, i still went ahead and bought the d600 hoping that I won\'t get a bad copy because the d700 is such a \"reliable\" and a great camera. I was giving the nikon brand the benefit of the doubt. Well what do you know, oil start appearing on my d600. Return it back immediately.A customer spending this much cash on a product from a nikon brand should have the peace of mind of buying a quality product.  I don\'t understand why Nikon is denying the fact that the d600 has oil problem on its sensor.  Do they think that their customers are dumb asses\?The entire chain of command within nikon is tarnishing what this brand stand for.I now own a Canon 5d Mark iii.", negative
"This camera sprays oil from the mechanical shutter on to the sensor, causing spots on the images you photograph.  The problem doesn\'t show up until you\'ve owned the camera for several months.  Then Amazon doesn\'t want to issue you a full credit.It\'s the worst.  Don\'t buy a D600 and don\'t buy it on Amazon", negative
"THIS JUST IN\: Had trouble using an AI 200mm Micro\-Nikkor lens on this camera. Found little help in the thick manual or using Google, searching AI. And so...I called Nikon.After the rep checked for about 60 seconds or more with someone else, I get this response, confirmed in writing\: \"Thank you for calling Nikon today. I am sending you an email confirming that your D600 is not compatible with AI lenses. If you have anymore questions please feel free to give us a call back.\"THANK YOU, THANK YOU KEN ROCKWELL \(A HERO, like travel advocate CHRIS ELLIOTT\)\: \"\(rude word\)\/use the NON CPU LENS data menu and you\'re good to go\!\" And so I would be, except seconds after the Nikon ruling, I obtained a return authorization from B\&W \(generous, since just past 30 days\), and immediately caught the postal carrier. So out about \$35 for two\-way shipping on the aforementioned lens.Support Rockwell and Elliott for the betterment of humanity, or something short of that.PREVIOUS\:Reconditioned D600 arrived with a mini\-minor issue\: the rear screen protector kept falling off. From examination, the top tab seems to have been broken.A call to Nikon Service brought a shuffle, with the first representative indicating that this might not be covered \-\- after two days from purchase. The next representative started grilling me on whether I knew how the screen worked, if I had broken it. To hell with Nikon. I hung up and order another from China for pennies. And for this it has totally annoyed a 48\-year customer, before retirement a member of NPS \(Nikon Professional Services\).", negative
"This could have been a fantastic camera had Nikon handles its customers\' complaints seriously. Instead they pretended there were no problems and that only a few isolated users had problems with oil spots. Now Nikon has further upset its customers by releasing the D610 further de\-valuing the D600. I will never purchase another NIkon product unless they eventually recall the D600 and make it right.By the way if you have a D600 and never saw any oil spots take your camera off the automatic setting and shoot a landscape with clouds at f22. You will see the oil spots right away.", negative
"Had my D600 for a couple months and didn\'t notice too much of a problem.  We were into over 5000 photos when dust spots suddenly went from mild to severe over the period of about 4 hours ..... during a product photo shoot.  I was so embarrassed for my equipment and I didn\'t have a clue what to tell the manufacturer, who finally left and asked to reschedule once the equipment was repaired.  I was embarrassed to say the least.Anyway, I just received my camera back from Nikon.  They still won\'t say what is going on or if it was really \"fixed\" or just cleaned.  Time will tell, I guess, but I am so discouraged because I don\'t know if this will continue or not. Of note, I had a D200 for 5 years and never needed the sensor cleaned once, and the D600 needed cleaning in the first 3\-4 months.  To make matters worse, Nikon took almost 4 weeks to return the camera, that sucks.  They have a web site where you can find updates, but it\'s all but worthless\: they use cryptic codes to say what is going on, and they may or may not update the site, so it really doesn\'t reflect what is going on.  For instance, the site said it was done for 6 days, and when I called them, they said, \"well sometimes when it says \"bill\" for a long period of time, it\'s actually been shipped.\"  So even their own techs know that the web site info means nothing.Something is clearly wrong here and from the reviews, I don\'t think it\'s a small percentage at all.  One rental place said all 20 of their cameras were effected.  20\/20 with the same issue\?  Mnnn.I hope this isn\'t a life long issue with this camera.  It was cleaned under warranty although I am not sure why ... if it were something I did, they wouldn\'t cover it under warranty would they\?I wouldn\'t have bought the camera if I knew about this issue.  I would have waited, it\'s just not worth the embarrassment and unknown future.  I surely can\'t send this camera in for 4 weeks several times a year ...not to mention that after the warranty is gone, I will have to pay for it.I wouldn\'t recommend this camera at all right now.  Once Nikon says they have the problem fixed ...... then no problem.UPDATE\:  So the review above was done in Early 2013.  Since then I sent the camera back in July 2013 and I was told they replaced the shutter.  Today, October 2013, I am sending the camera back for the third time for the same dirt\/dust\/oil spots.  After talking with Nikon support over and over again concerning the same problem, it\'s my opinion that there is little sympathy or understanding of what this is putting customers through.  Out of 12 months that I have owned the camera, it has been out of my hands for more than two months.  That\'s not the bad part.  The bad part is they apparently don\'t know how to repair this problem and I am stuck with a dud.  The attitude that I get from Nikon is, \"well, that\'s just your bad luck.\"  They also \"have no information about the problem.\"  It\'s just surreal dealing with these people.  It would seem no one knows anything and no one has the \"authorization\" to do anything to make the situation right.  The support is nice enough, just none of them know or can do anything.  I have never had an experience quite like this with a technology company.  Anyway, at this point, I don\'t want the camera anymore.  It\'s not reliable and they apparently don\'t know how to repair the problem yet.  This is just not worth the hassle, for me.  I hope this helps someone else.", negative
"I was expecting that dirty sensor issue was limited to only few cameras. It looks that I was mistaken. Beside purchasing camera from Amazon I did go to BestBuy an Costco and cameras from all places were  showing dirt on their sensors. I returned all of them and now wait and see if Nikon will correct the problem.", negative
"I really believe there is no excuse to give this product a 3 and above stars rating, even if it takes amazing pics. I do not buy a Ferrari to have its fuel injection system cleaned every 100 miles, and then I say...\"OK, that is fine, it is a Ferrari \!\". This is just an absurd Nikon has to address. I was a Nikon guy during all of my photographic amateur life, and I had several models from the 4004, N90, to an F4, to a D70, 7000 and a 700 now. I wanted a new body, and it will not be a Nikon, unfortunately.I live in a Country with an absurd tax regulation system charges and a less than desirable quality level of service from Nikon. I just can not afford to buy a product I know I will have to have it serviced regularly. This is not something \(wet cleaning the sensor\) a normal person can do alone.I hope they fix this and promote a decent recall. This is not a 10 bucks product \!Before someone asks\: I have not bought one, but the guy next to me did and it had the same oil issue 2 days later. Incredible.", negative
"I was eagerly awaiting this impressive camera since first pictures started showing up on rumors web sites. I\'m not a photographer, just an enthusiast but the time came to upgrade my Pentax iST\-dx and I wanted to get something of a high quality which will produce photo and video assets you can be proud of for years to come. So after consulting with my family \(\$2600 is a big deal for our budget\), reading a bunch of favorable reviews \(including Amazon\'s dpreview.com\) I decided to buy into Nikon platform and D600 in particular. Soon after expiration of the 30 days Amazon return policy, the infamous dust issue started happening. Since Amazon would now charge a prohibitive restocking percentage I decided to wait until \"the dust settles\" and sell it on eBay with a small discount. To my surprise Nikon dropped price for the same kit I bought they ask \$700 less and that is just 3 month after the product launch. I think they decided it will be cheaper to do this instead of recalling the camera. My value in this camera vanishing quicker than real estate equity after the housing bubble. Why bother admitting the guilt if you can just burn early adopters and drop 25\% \(huge margin allows them\) so people will be impulsively buying their defective product without reading reviews. I\'m calling to launch a class action against Nikon, it seem this is the only language their corporate management listens to. And one more thing. Did anyone noticed that after being acquired by Amazon, dpreview.com is now playing along with manufacturers\? They sure get more access to the exclusive per\-releases but it seems that credibility plummeted.", negative
